"country","year","age","value"
"sweden",1954,34,75.3687775238095
"sweden",1954,35,68.1949580952381
"sweden",1954,36,61.0211386666667
"sweden",1954,37,53.8473192380952
"sweden",1954,38,46.6734998095238
"sweden",1954,39,40.8058990476191
"sweden",1954,40,35.5914076190476
"sweden",1954,41,30.3769161904762
"sweden",1954,42,25.1624247619047
"sweden",1954,43,19.9479333333333
"sweden",1954,44,14.7334419047619
"sweden",1954,45,12.0363238095238
"sweden",1954,46,9.84268038095238
"sweden",1954,47,7.64903695238095
"sweden",1954,48,5.45539352380952
"sweden",1954,49,3.2617500952381
"sweden",1954,50,1.06810666666667
"sweden",1955,15,37.1395
"sweden",1955,16,53.5487114285714
"sweden",1955,17,69.9579228571429
"sweden",1955,18,86.3671342857143
"sweden",1955,19,102.776345714286
"sweden",1955,20,119.185557142857
"sweden",1955,21,132.954196190476
"sweden",1955,22,133.519973333333
"sweden",1955,23,134.08575047619
"sweden",1955,24,134.651527619048
"sweden",1955,25,135.217304761905
"sweden",1955,26,135.783081904762
"sweden",1955,27,133.279116190476
"sweden",1955,28,124.635664761905
"sweden",1955,29,115.992213333333
"sweden",1955,30,107.348761904762
"sweden",1955,31,98.7053104761905
"sweden",1955,32,90.0618590476191
"sweden",1955,33,82.0921247619048
"sweden",1955,34,74.7961076190476
"sweden",1955,35,67.5000904761905
"sweden",1955,36,60.2040733333333
"sweden",1955,37,52.9080561904762
"sweden",1955,38,45.612039047619
"sweden",1955,39,39.7599380952381
"sweden",1955,40,34.6297952380952
"sweden",1955,41,29.4996523809524
"sweden",1955,42,24.3695095238095
"sweden",1955,43,19.2393666666667
"sweden",1955,44,14.1092238095238
"sweden",1955,45,11.5036904761905
"sweden",1955,46,9.40307904761905
"sweden",1955,47,7.30246761904762
"sweden",1955,48,5.20185619047619
"sweden",1955,49,3.10124476190477
"sweden",1955,50,1.00063333333333
"sweden",1956,15,37.78956
"sweden",1956,16,54.1908445714286
"sweden",1956,17,70.5921291428571
"sweden",1956,18,86.9934137142857
"sweden",1956,19,103.394698285714
"sweden",1956,20,119.795982857143
"sweden",1956,21,133.597806857143
"sweden",1956,22,134.402328
"sweden",1956,23,135.206849142857
"sweden",1956,24,136.011370285714
"sweden",1956,25,136.815891428571
"sweden",1956,26,137.620412571429
"sweden",1956,27,135.169016
"sweden",1956,28,126.205784
"sweden",1956,29,117.242552
"sweden",1956,30,108.27932
"sweden",1956,31,99.316088
"sweden",1956,32,90.352856
"sweden",1956,33,82.1450994285714
"sweden",1956,34,74.6928182857143
"sweden",1956,35,67.2405371428571
"sweden",1956,36,59.788256
"sweden",1956,37,52.3359748571429
"sweden",1956,38,44.8836937142857
"sweden",1956,39,39.0164822857143
"sweden",1956,40,33.9418057142857
"sweden",1956,41,28.8671291428571
"sweden",1956,42,23.7924525714286
"sweden",1956,43,18.717776
"sweden",1956,44,13.6430994285714
"sweden",1956,45,11.1049314285714
"sweden",1956,46,9.07406514285715
"sweden",1956,47,7.04319885714286
"sweden",1956,48,5.01233257142857
"sweden",1956,49,2.98146628571429
"sweden",1956,50,0.9506
"sweden",1957,15,38.6094866666667
"sweden",1957,16,54.9569472380952
"sweden",1957,17,71.3044078095238
"sweden",1957,18,87.6518683809524
"sweden",1957,19,103.999328952381
"sweden",1957,20,120.34678952381
"sweden",1957,21,134.148469904762
"sweden",1957,22,135.221249333333
"sweden",1957,23,136.294028761905
"sweden",1957,24,137.366808190476
"sweden",1957,25,138.439587619048
"sweden",1957,26,139.512367047619
"sweden",1957,27,137.135166285714
"sweden",1957,28,127.858005142857
"sweden",1957,29,118.580844
"sweden",1957,30,109.303682857143
"sweden",1957,31,100.026521714286
"sweden",1957,32,90.7493605714286
"sweden",1957,33,82.3029588571429
"sweden",1957,34,74.6873165714286
"sweden",1957,35,67.0716742857143
"sweden",1957,36,59.456032
"sweden",1957,37,51.8403897142857
"sweden",1957,38,44.2247474285714
"sweden",1957,39,38.3360483809524
"sweden",1957,40,33.310820952381
"sweden",1957,41,28.2855935238095
"sweden",1957,42,23.2603660952381
"sweden",1957,43,18.2351386666667
"sweden",1957,44,13.2099112380952
"sweden",1957,45,10.7340628571429
"sweden",1957,46,8.76809028571429
"sweden",1957,47,6.80211771428571
"sweden",1957,48,4.83614514285714
"sweden",1957,49,2.87017257142857
"sweden",1957,50,0.9042
"sweden",1958,15,39.4294133333333
"sweden",1958,16,55.7230499047619
"sweden",1958,17,72.0166864761905
"sweden",1958,18,88.310323047619
"sweden",1958,19,104.603959619048
"sweden",1958,20,120.897596190476
"sweden",1958,21,134.699132952381
"sweden",1958,22,136.040170666667
"sweden",1958,23,137.381208380952
"sweden",1958,24,138.722246095238
"sweden",1958,25,140.063283809524
"sweden",1958,26,141.40432152381
"sweden",1958,27,139.101316571429
"sweden",1958,28,129.510226285714
"sweden",1958,29,119.919136
"sweden",1958,30,110.328045714286
"sweden",1958,31,100.736955428571
"sweden",1958,32,91.1458651428571
"sweden",1958,33,82.4608182857143
"sweden",1958,34,74.6818148571429
"sweden",1958,35,66.9028114285714
"sweden",1958,36,59.123808
"sweden",1958,37,51.3448045714286
"sweden",1958,38,43.5658011428571
"sweden",1958,39,37.6556144761905
"sweden",1958,40,32.6798361904762
"sweden",1958,41,27.7040579047619
"sweden",1958,42,22.7282796190476
"sweden",1958,43,17.7525013333333
"sweden",1958,44,12.776723047619
"sweden",1958,45,10.3631942857143
"sweden",1958,46,8.46211542857143
"sweden",1958,47,6.56103657142857
"sweden",1958,48,4.65995771428571
"sweden",1958,49,2.75887885714286
"sweden",1958,50,0.8578
"sweden",1959,15,40.24934
"sweden",1959,16,56.4891525714286
"sweden",1959,17,72.7289651428571
"sweden",1959,18,88.9687777142857
"sweden",1959,19,105.208590285714
"sweden",1959,20,121.448402857143
"sweden",1959,21,135.249796
"sweden",1959,22,136.859092
"sweden",1959,23,138.468388
"sweden",1959,24,140.077684
"sweden",1959,25,141.68698
"sweden",1959,26,143.296276
"sweden",1959,27,141.067466857143
"sweden",1959,28,131.162447428571
"sweden",1959,29,121.257428
"sweden",1959,30,111.352408571429
"sweden",1959,31,101.447389142857
"sweden",1959,32,91.5423697142857
"sweden",1959,33,82.6186777142857
"sweden",1959,34,74.6763131428572
"sweden",1959,35,66.7339485714286
"sweden",1959,36,58.791584
"sweden",1959,37,50.8492194285714
"sweden",1959,38,42.9068548571428
"sweden",1959,39,36.9751805714286
"sweden",1959,40,32.0488514285714
"sweden",1959,41,27.1225222857143
"sweden",1959,42,22.1961931428571
"sweden",1959,43,17.269864
"sweden",1959,44,12.3435348571429
"sweden",1959,45,9.99232571428571
"sweden",1959,46,8.15614057142857
"sweden",1959,47,6.31995542857143
"sweden",1959,48,4.48377028571428
"sweden",1959,49,2.64758514285715
"sweden",1959,50,0.8114
"sweden",1960,15,41.0692666666667
"sweden",1960,16,57.2552552380952
"sweden",1960,17,73.4412438095238
"sweden",1960,18,89.6272323809524
"sweden",1960,19,105.813220952381
"sweden",1960,20,121.99920952381
"sweden",1960,21,135.800459047619
"sweden",1960,22,137.678013333333
"sweden",1960,23,139.555567619048
"sweden",1960,24,141.433121904762
"sweden",1960,25,143.310676190476
"sweden",1960,26,145.18823047619
"sweden",1960,27,143.033617142857
"sweden",1960,28,132.814668571429
"sweden",1960,29,122.59572
"sweden",1960,30,112.376771428571
"sweden",1960,31,102.157822857143
"sweden",1960,32,91.9388742857143
"sweden",1960,33,82.7765371428572
"sweden",1960,34,74.6708114285714
"sweden",1960,35,66.5650857142857
"sweden",1960,36,58.45936
"sweden",1960,37,50.3536342857143
"sweden",1960,38,42.2479085714286
"sweden",1960,39,36.2947466666667
"sweden",1960,40,31.4178666666667
"sweden",1960,41,26.5409866666667
"sweden",1960,42,21.6641066666667
"sweden",1960,43,16.7872266666667
"sweden",1960,44,11.9103466666667
"sweden",1960,45,9.62145714285714
"sweden",1960,46,7.85016571428572
"sweden",1960,47,6.07887428571429
"sweden",1960,48,4.30758285714285
"sweden",1960,49,2.53629142857143
"sweden",1960,50,0.765
"sweden",1961,15,41.5748066666667
"sweden",1961,16,57.5693678095238
"sweden",1961,17,73.563928952381
"sweden",1961,18,89.5584900952381
"sweden",1961,19,105.553051238095
"sweden",1961,20,121.547612380952
"sweden",1961,21,135.202823619048
"sweden",1961,22,137.161285333333
"sweden",1961,23,139.119747047619
"sweden",1961,24,141.078208761905
"sweden",1961,25,143.03667047619
"sweden",1961,26,144.995132190476
"sweden",1961,27,142.851533333333
"sweden",1961,28,132.503813333333
"sweden",1961,29,122.156093333333
"sweden",1961,30,111.808373333333
"sweden",1961,31,101.460653333333
"sweden",1961,32,91.1129333333333
"sweden",1961,33,81.8765996190476
"sweden",1961,34,73.7516521904762
"sweden",1961,35,65.6267047619047
"sweden",1961,36,57.5017573333334
"sweden",1961,37,49.3768099047619
"sweden",1961,38,41.2518624761905
"sweden",1961,39,35.3468144761905
"sweden",1961,40,30.5517161904762
"sweden",1961,41,25.7566179047619
"sweden",1961,42,20.9615196190476
"sweden",1961,43,16.1664213333333
"sweden",1961,44,11.371323047619
"sweden",1961,45,9.16454571428571
"sweden",1961,46,7.47543257142857
"sweden",1961,47,5.78631942857143
"sweden",1961,48,4.09720628571428
"sweden",1961,49,2.40809314285715
"sweden",1961,50,0.71898
"sweden",1962,15,41.91488
"sweden",1962,16,57.6455908571429
"sweden",1962,17,73.3763017142857
"sweden",1962,18,89.1070125714286
"sweden",1962,19,104.837723428571
"sweden",1962,20,120.568434285714
"sweden",1962,21,134.000820571429
"sweden",1962,22,135.941584
"sweden",1962,23,137.882347428571
"sweden",1962,24,139.823110857143
"sweden",1962,25,141.763874285714
"sweden",1962,26,143.704637714286
"sweden",1962,27,141.5388
"sweden",1962,28,131.15976
"sweden",1962,29,120.78072
"sweden",1962,30,110.40168
"sweden",1962,31,100.02264
"sweden",1962,32,89.6436
"sweden",1962,33,80.4199268571429
"sweden",1962,34,72.3516205714286
"sweden",1962,35,64.2833142857143
"sweden",1962,36,56.215008
"sweden",1962,37,48.1467017142857
"sweden",1962,38,40.0783954285714
"sweden",1962,39,34.2580937142857
"sweden",1962,40,29.5617942857143
"sweden",1962,41,24.8654948571429
"sweden",1962,42,20.1691954285714
"sweden",1962,43,15.472896
"sweden",1962,44,10.7765965714286
"sweden",1962,45,8.66234857142857
"sweden",1962,46,7.06451085714286
"sweden",1962,47,5.46667314285714
"sweden",1962,48,3.86883542857143
"sweden",1962,49,2.27099771428572
"sweden",1962,50,0.67316
"sweden",1963,15,42.2549533333333
"sweden",1963,16,57.7218139047619
"sweden",1963,17,73.1886744761905
"sweden",1963,18,88.6555350476191
"sweden",1963,19,104.122395619048
"sweden",1963,20,119.589256190476
"sweden",1963,21,132.79881752381
"sweden",1963,22,134.721882666667
"sweden",1963,23,136.644947809524
"sweden",1963,24,138.568012952381
"sweden",1963,25,140.491078095238
"sweden",1963,26,142.414143238095
"sweden",1963,27,140.226066666667
"sweden",1963,28,129.815706666667
"sweden",1963,29,119.405346666667
"sweden",1963,30,108.994986666667
"sweden",1963,31,98.5846266666667
"sweden",1963,32,88.1742666666667
"sweden",1963,33,78.9632540952381
"sweden",1963,34,70.951588952381
"sweden",1963,35,62.9399238095238
"sweden",1963,36,54.9282586666667
"sweden",1963,37,46.9165935238095
"sweden",1963,38,38.9049283809524
"sweden",1963,39,33.169372952381
"sweden",1963,40,28.5718723809524
"sweden",1963,41,23.9743718095238
"sweden",1963,42,19.3768712380952
"sweden",1963,43,14.7793706666667
"sweden",1963,44,10.1818700952381
"sweden",1963,45,8.16015142857143
"sweden",1963,46,6.65358914285714
"sweden",1963,47,5.14702685714286
"sweden",1963,48,3.64046457142857
"sweden",1963,49,2.13390228571429
"sweden",1963,50,0.62734
"sweden",1964,15,42.5950266666667
"sweden",1964,16,57.798036952381
"sweden",1964,17,73.0010472380953
"sweden",1964,18,88.2040575238095
"sweden",1964,19,103.407067809524
"sweden",1964,20,118.610078095238
"sweden",1964,21,131.59681447619
"sweden",1964,22,133.502181333333
"sweden",1964,23,135.407548190476
"sweden",1964,24,137.312915047619
"sweden",1964,25,139.218281904762
"sweden",1964,26,141.123648761905
"sweden",1964,27,138.913333333333
"sweden",1964,28,128.471653333333
"sweden",1964,29,118.029973333333
"sweden",1964,30,107.588293333333
"sweden",1964,31,97.1466133333333
"sweden",1964,32,86.7049333333333
"sweden",1964,33,77.5065813333333
"sweden",1964,34,69.5515573333333
"sweden",1964,35,61.5965333333333
"sweden",1964,36,53.6415093333333
"sweden",1964,37,45.6864853333333
"sweden",1964,38,37.7314613333333
"sweden",1964,39,32.0806521904762
"sweden",1964,40,27.5819504761905
"sweden",1964,41,23.0832487619048
"sweden",1964,42,18.584547047619
"sweden",1964,43,14.0858453333333
"sweden",1964,44,9.58714361904762
"sweden",1964,45,7.65795428571428
"sweden",1964,46,6.24266742857143
"sweden",1964,47,4.82738057142857
"sweden",1964,48,3.41209371428571
"sweden",1964,49,1.99680685714286
"sweden",1964,50,0.58152
"sweden",1965,15,42.9351
"sweden",1965,16,57.87426
"sweden",1965,17,72.81342
"sweden",1965,18,87.75258
"sweden",1965,19,102.69174
"sweden",1965,20,117.6309
"sweden",1965,21,130.394811428571
"sweden",1965,22,132.28248
"sweden",1965,23,134.170148571429
"sweden",1965,24,136.057817142857
"sweden",1965,25,137.945485714286
"sweden",1965,26,139.833154285714
"sweden",1965,27,137.6006
"sweden",1965,28,127.1276
"sweden",1965,29,116.6546
"sweden",1965,30,106.1816
"sweden",1965,31,95.7086
"sweden",1965,32,85.2356
"sweden",1965,33,76.0499085714286
"sweden",1965,34,68.1515257142857
"sweden",1965,35,60.2531428571428
"sweden",1965,36,52.35476
"sweden",1965,37,44.4563771428571
"sweden",1965,38,36.5579942857143
"sweden",1965,39,30.9919314285714
"sweden",1965,40,26.5920285714286
"sweden",1965,41,22.1921257142857
"sweden",1965,42,17.7922228571428
"sweden",1965,43,13.39232
"sweden",1965,44,8.99241714285714
"sweden",1965,45,7.15575714285714
"sweden",1965,46,5.83174571428572
"sweden",1965,47,4.50773428571429
"sweden",1965,48,3.18372285714285
"sweden",1965,49,1.85971142857143
"sweden",1965,50,0.5357
"sweden",1966,15,42.12344
"sweden",1966,16,56.9817417142857
"sweden",1966,17,71.8400434285714
"sweden",1966,18,86.6983451428571
"sweden",1966,19,101.556646857143
"sweden",1966,20,116.414948571429
"sweden",1966,21,129.099179047619
"sweden",1966,22,130.913053333333
"sweden",1966,23,132.726927619048
"sweden",1966,24,134.540801904762
"sweden",1966,25,136.354676190476
"sweden",1966,26,138.16855047619
"sweden",1966,27,135.878861333333
"sweden",1966,28,125.382045333333
"sweden",1966,29,114.885229333333
"sweden",1966,30,104.388413333333
"sweden",1966,31,93.8915973333333
"sweden",1966,32,83.3947813333333
"sweden",1966,33,74.2320304761905
"sweden",1966,34,66.4033447619048
"sweden",1966,35,58.574659047619
"sweden",1966,36,50.7459733333333
"sweden",1966,37,42.9172876190476
"sweden",1966,38,35.0886019047619
"sweden",1966,39,29.644448
"sweden",1966,40,25.39256
"sweden",1966,41,21.140672
"sweden",1966,42,16.888784
"sweden",1966,43,12.636896
"sweden",1966,44,8.385008
"sweden",1966,45,6.64950666666666
"sweden",1966,46,5.41728266666667
"sweden",1966,47,4.18505866666667
"sweden",1966,48,2.95283466666666
"sweden",1966,49,1.72061066666667
"sweden",1966,50,0.488386666666667
"sweden",1967,15,40.07778
"sweden",1967,16,55.0512862857143
"sweden",1967,17,70.0247925714286
"sweden",1967,18,84.9982988571429
"sweden",1967,19,99.9718051428571
"sweden",1967,20,114.945311428571
"sweden",1967,21,127.70322952381
"sweden",1967,22,129.383206666667
"sweden",1967,23,131.063183809524
"sweden",1967,24,132.743160952381
"sweden",1967,25,134.423138095238
"sweden",1967,26,136.103115238095
"sweden",1967,27,133.718902666667
"sweden",1967,28,123.206310666667
"sweden",1967,29,112.693718666667
"sweden",1967,30,102.181126666667
"sweden",1967,31,91.6685346666667
"sweden",1967,32,81.1559426666667
"sweden",1967,33,72.0271466666667
"sweden",1967,34,64.2821466666667
"sweden",1967,35,56.5371466666667
"sweden",1967,36,48.7921466666667
"sweden",1967,37,41.0471466666667
"sweden",1967,38,33.3021466666667
"sweden",1967,39,28.0197188571429
"sweden",1967,40,23.9685771428571
"sweden",1967,41,19.9174354285714
"sweden",1967,42,15.8662937142857
"sweden",1967,43,11.815152
"sweden",1967,44,7.76401028571428
"sweden",1967,45,6.13891333333333
"sweden",1967,46,4.99902533333333
"sweden",1967,47,3.85913733333333
"sweden",1967,48,2.71924933333333
"sweden",1967,49,1.57936133333333
"sweden",1967,50,0.439473333333333
"sweden",1968,15,38.03212
"sweden",1968,16,53.1208308571429
"sweden",1968,17,68.2095417142857
"sweden",1968,18,83.2982525714286
"sweden",1968,19,98.3869634285714
"sweden",1968,20,113.475674285714
"sweden",1968,21,126.30728
"sweden",1968,22,127.85336
"sweden",1968,23,129.39944
"sweden",1968,24,130.94552
"sweden",1968,25,132.4916
"sweden",1968,26,134.03768
"sweden",1968,27,131.558944
"sweden",1968,28,121.030576
"sweden",1968,29,110.502208
"sweden",1968,30,99.97384
"sweden",1968,31,89.445472
"sweden",1968,32,78.917104
"sweden",1968,33,69.8222628571429
"sweden",1968,34,62.1609485714286
"sweden",1968,35,54.4996342857143
"sweden",1968,36,46.83832
"sweden",1968,37,39.1770057142857
"sweden",1968,38,31.5156914285714
"sweden",1968,39,26.3949897142857
"sweden",1968,40,22.5445942857143
"sweden",1968,41,18.6941988571429
"sweden",1968,42,14.8438034285714
"sweden",1968,43,10.993408
"sweden",1968,44,7.14301257142857
"sweden",1968,45,5.62832
"sweden",1968,46,4.580768
"sweden",1968,47,3.533216
"sweden",1968,48,2.485664
"sweden",1968,49,1.438112
"sweden",1968,50,0.39056
"sweden",1969,15,35.98646
"sweden",1969,16,51.1903754285714
"sweden",1969,17,66.3942908571429
"sweden",1969,18,81.5982062857143
"sweden",1969,19,96.8021217142857
"sweden",1969,20,112.006037142857
"sweden",1969,21,124.91133047619
"sweden",1969,22,126.323513333333
"sweden",1969,23,127.735696190476
"sweden",1969,24,129.147879047619
"sweden",1969,25,130.560061904762
"sweden",1969,26,131.972244761905
"sweden",1969,27,129.398985333333
"sweden",1969,28,118.854841333333
"sweden",1969,29,108.310697333333
"sweden",1969,30,97.7665533333333
"sweden",1969,31,87.2224093333333
"sweden",1969,32,76.6782653333333
"sweden",1969,33,67.6173790476191
"sweden",1969,34,60.0397504761905
"sweden",1969,35,52.4621219047619
"sweden",1969,36,44.8844933333333
"sweden",1969,37,37.3068647619048
"sweden",1969,38,29.7292361904762
"sweden",1969,39,24.7702605714286
"sweden",1969,40,21.1206114285714
"sweden",1969,41,17.4709622857143
"sweden",1969,42,13.8213131428571
"sweden",1969,43,10.171664
"sweden",1969,44,6.52201485714285
"sweden",1969,45,5.11772666666666
"sweden",1969,46,4.16251066666667
"sweden",1969,47,3.20729466666667
"sweden",1969,48,2.25207866666666
"sweden",1969,49,1.29686266666667
"sweden",1969,50,0.341646666666667
"sweden",1970,15,33.9408
"sweden",1970,16,49.25992
"sweden",1970,17,64.57904
"sweden",1970,18,79.89816
"sweden",1970,19,95.21728
"sweden",1970,20,110.5364
"sweden",1970,21,123.515380952381
"sweden",1970,22,124.793666666667
"sweden",1970,23,126.071952380952
"sweden",1970,24,127.350238095238
"sweden",1970,25,128.628523809524
"sweden",1970,26,129.906809523809
"sweden",1970,27,127.239026666667
"sweden",1970,28,116.679106666667
"sweden",1970,29,106.119186666667
"sweden",1970,30,95.5592666666666
"sweden",1970,31,84.9993466666667
"sweden",1970,32,74.4394266666667
"sweden",1970,33,65.4124952380952
"sweden",1970,34,57.9185523809524
"sweden",1970,35,50.4246095238095
"sweden",1970,36,42.9306666666667
"sweden",1970,37,35.4367238095238
"sweden",1970,38,27.9427809523809
"sweden",1970,39,23.1455314285714
"sweden",1970,40,19.6966285714286
"sweden",1970,41,16.2477257142857
"sweden",1970,42,12.7988228571428
"sweden",1970,43,9.34992
"sweden",1970,44,5.90101714285714
"sweden",1970,45,4.60713333333333
"sweden",1970,46,3.74425333333333
"sweden",1970,47,2.88137333333333
"sweden",1970,48,2.01849333333333
"sweden",1970,49,1.15561333333333
"sweden",1970,50,0.292733333333333
"sweden",1971,15,31.84906
"sweden",1971,16,47.1521594285714
"sweden",1971,17,62.4552588571429
"sweden",1971,18,77.7583582857143
"sweden",1971,19,93.0614577142857
"sweden",1971,20,108.364557142857
"sweden",1971,21,121.333986857143
"sweden",1971,22,122.635068
"sweden",1971,23,123.936149142857
"sweden",1971,24,125.237230285714
"sweden",1971,25,126.538311428571
"sweden",1971,26,127.839392571429
"sweden",1971,27,125.203710285714
"sweden",1971,28,114.694501142857
"sweden",1971,29,104.185292
"sweden",1971,30,93.6760828571428
"sweden",1971,31,83.1668737142857
"sweden",1971,32,72.6576645714286
"sweden",1971,33,63.6912045714286
"sweden",1971,34,56.2674937142857
"sweden",1971,35,48.8437828571428
"sweden",1971,36,41.420072
"sweden",1971,37,33.9963611428571
"sweden",1971,38,26.5726502857143
"sweden",1971,39,21.8989874285714
"sweden",1971,40,18.6003485714286
"sweden",1971,41,15.3017097142857
"sweden",1971,42,12.0030708571429
"sweden",1971,43,8.704432
"sweden",1971,44,5.40579314285714
"sweden",1971,45,4.19862571428571
"sweden",1971,46,3.40975257142857
"sweden",1971,47,2.62087942857143
"sweden",1971,48,1.83200628571428
"sweden",1971,49,1.04313314285714
"sweden",1971,50,0.25426
"sweden",1972,15,29.65492
"sweden",1972,16,44.6503874285714
"sweden",1972,17,59.6458548571429
"sweden",1972,18,74.6413222857143
"sweden",1972,19,89.6367897142857
"sweden",1972,20,104.632257142857
"sweden",1972,21,117.407160380952
"sweden",1972,22,119.079242666667
"sweden",1972,23,120.751324952381
"sweden",1972,24,122.423407238095
"sweden",1972,25,124.09548952381
"sweden",1972,26,125.767571809524
"sweden",1972,27,123.445376761905
"sweden",1972,28,113.134627047619
"sweden",1972,29,102.823877333333
"sweden",1972,30,92.5131276190476
"sweden",1972,31,82.2023779047619
"sweden",1972,32,71.8916281904762
"sweden",1972,33,63.0445653333333
"sweden",1972,34,55.6611893333333
