"age","asfr","country","cohort"
27,0.1494853,"BFA",2071
26,0.1424199,"BFA",2072
25,0.1301842,"BFA",2073
24,0.114227,"BFA",2074
23,0.09685986,"BFA",2075
22,0.07980208,"BFA",2076
21,0.06418091,"BFA",2077
20,0.05053145,"BFA",2078
19,0.03879662,"BFA",2079
18,0.02832721,"BFA",2080
17,0.01887058,"BFA",2081
16,0.01057071,"BFA",2082
15,0.003968145,"BFA",2083
50,0,"BFA",2049
49,0,"BFA",2050
48,0.001019983,"BFA",2051
47,0.001829666,"BFA",2052
46,0.002473526,"BFA",2053
45,0.003250825,"BFA",2054
44,0.004715588,"BFA",2055
43,0.007676622,"BFA",2056
42,0.01261278,"BFA",2057
41,0.01967298,"BFA",2058
40,0.02867619,"BFA",2059
39,0.03911146,"BFA",2060
38,0.05013784,"BFA",2061
37,0.06118901,"BFA",2062
36,0.07197325,"BFA",2063
35,0.08247339,"BFA",2064
34,0.0929469,"BFA",2065
33,0.1039258,"BFA",2066
32,0.1154422,"BFA",2067
31,0.1270284,"BFA",2068
30,0.1377166,"BFA",2069
29,0.1460393,"BFA",2070
28,0.150029,"BFA",2071
27,0.1485713,"BFA",2072
26,0.141405,"BFA",2073
25,0.1291217,"BFA",2074
24,0.1131665,"BFA",2075
23,0.09583735,"BFA",2076
22,0.07884348,"BFA",2077
21,0.0633055,"BFA",2078
20,0.0497553,"BFA",2079
19,0.03813604,"BFA",2080
18,0.02780219,"BFA",2081
17,0.01849649,"BFA",2082
16,0.01034997,"BFA",2083
15,0.003881948,"BFA",2084
50,0,"BFA",2050
49,0,"BFA",2051
48,0.00099839,"BFA",2052
47,0.00179033,"BFA",2053
46,0.00242151,"BFA",2054
45,0.00318977,"BFA",2055
44,0.00464507,"BFA",2056
43,0.00758951,"BFA",2057
42,0.01249934,"BFA",2058
41,0.019525,"BFA",2059
40,0.02849107,"BFA",2060
39,0.03889631,"BFA",2061
38,0.04991361,"BFA",2062
37,0.06098189,"BFA",2063
36,0.07180609,"BFA",2064
35,0.08235711,"BFA",2065
34,0.09287189,"BFA",2066
33,0.1038534,"BFA",2067
32,0.1153173,"BFA",2068
31,0.1267924,"BFA",2069
30,0.1373201,"BFA",2070
29,0.1454547,"BFA",2071
28,0.1492636,"BFA",2072
27,0.1476573,"BFA",2073
26,0.14039,"BFA",2074
25,0.1280593,"BFA",2075
24,0.112106,"BFA",2076
23,0.09481484,"BFA",2077
22,0.07788488,"BFA",2078
21,0.06243009,"BFA",2079
20,0.04897915,"BFA",2080
19,0.03747546,"BFA",2081
18,0.02727717,"BFA",2082
17,0.01812239,"BFA",2083
16,0.01012923,"BFA",2084
15,0.00379575,"BFA",2085
50,0,"CHN",1900
49,0,"CHN",1901
48,0.00475707,"CHN",1902
47,0.01205166,"CHN",1903
46,0.02336737,"CHN",1904
45,0.03913389,"CHN",1905
44,0.05872697,"CHN",1906
43,0.08046847,"CHN",1907
42,0.10295419,"CHN",1908
41,0.12505393,"CHN",1909
40,0.14591144,"CHN",1910
39,0.16494443,"CHN",1911
38,0.18184461,"CHN",1912
37,0.19648956,"CHN",1913
36,0.20894277,"CHN",1914
35,0.21945364,"CHN",1915
34,0.22845746,"CHN",1916
33,0.23657542,"CHN",1917
32,0.24434557,"CHN",1918
31,0.25222278,"CHN",1919
30,0.26057877,"CHN",1920
29,0.26970211,"CHN",1921
28,0.27979821,"CHN",1922
27,0.29039293,"CHN",1923
26,0.30033263,"CHN",1924
25,0.30778411,"CHN",1925
24,0.31023465,"CHN",1926
23,0.30449198,"CHN",1927
22,0.28874335,"CHN",1928
21,0.26255547,"CHN",1929
20,0.22687455,"CHN",1930
19,0.1840263,"CHN",1931
18,0.13771591,"CHN",1932
17,0.09187838,"CHN",1933
16,0.05067851,"CHN",1934
15,0.01851091,"CHN",1935
50,0,"CHN",1901
49,0,"CHN",1902
48,0.00434103793333333,"CHN",1903
47,0.011263121,"CHN",1904
46,0.0222647590666667,"CHN",1905
45,0.0377619386666667,"CHN",1906
44,0.0570880949333333,"CHN",1907
43,0.0784941519333333,"CHN",1908
42,0.100549241266667,"CHN",1909
41,0.1221407466,"CHN",1910
40,0.142474265266667,"CHN",1911
39,0.161073610533333,"CHN",1912
38,0.177780853533333,"CHN",1913
37,0.192539934,"CHN",1914
36,0.205396694466667,"CHN",1915
35,0.216498884133333,"CHN",1916
34,0.226096135,"CHN",1917
33,0.234539975733333,"CHN",1918
32,0.242220167733333,"CHN",1919
31,0.249564667066667,"CHN",1920
30,0.2570396564,"CHN",1921
29,0.265149537266667,"CHN",1922
28,0.274436931666667,"CHN",1923
27,0.284623451533333,"CHN",1924
26,0.294609762266667,"CHN",1925
25,0.3024755092,"CHN",1926
24,0.305479371133333,"CHN",1927
23,0.3000590226,"CHN",1928
22,0.284215819733333,"CHN",1929
21,0.257514751866667,"CHN",1930
20,0.221084468,"CHN",1931
19,0.1776172884,"CHN",1932
18,0.131369174933333,"CHN",1933
17,0.08649076,"CHN",1934
16,0.0470273404,"CHN",1935
15,0.0169188776666667,"CHN",1936
50,0,"CHN",1902
49,0,"CHN",1903
48,0.00392500586666667,"CHN",1904
47,0.010474582,"CHN",1905
46,0.0211621481333333,"CHN",1906
45,0.0363899873333333,"CHN",1907
44,0.0554492198666667,"CHN",1908
43,0.0765198338666667,"CHN",1909
42,0.0981442925333333,"CHN",1910
41,0.1192275632,"CHN",1911
40,0.139037090533333,"CHN",1912
39,0.157202791066667,"CHN",1913
38,0.173717097066667,"CHN",1914
37,0.188590308,"CHN",1915
36,0.201850618933333,"CHN",1916
35,0.213544128266667,"CHN",1917
34,0.22373481,"CHN",1918
33,0.232504531466667,"CHN",1919
32,0.240094765466667,"CHN",1920
31,0.246906554133333,"CHN",1921
30,0.2535005428,"CHN",1922
29,0.260596964533333,"CHN",1923
28,0.269075653333333,"CHN",1924
27,0.278853973066667,"CHN",1925
26,0.288886894533333,"CHN",1926
25,0.2971669084,"CHN",1927
24,0.300724092266667,"CHN",1928
23,0.2956260652,"CHN",1929
22,0.279688289466667,"CHN",1930
21,0.252474033733333,"CHN",1931
20,0.215294386,"CHN",1932
19,0.1712082768,"CHN",1933
18,0.125022439866667,"CHN",1934
17,0.08110314,"CHN",1935
16,0.0433761708,"CHN",1936
15,0.0153268453333333,"CHN",1937
50,0,"CHN",1903
49,0,"CHN",1904
48,0.0035089738,"CHN",1905
47,0.009686043,"CHN",1906
46,0.0200595372,"CHN",1907
45,0.035018036,"CHN",1908
44,0.0538103448,"CHN",1909
43,0.0745455158,"CHN",1910
42,0.0957393438,"CHN",1911
41,0.1163143798,"CHN",1912
40,0.1355999158,"CHN",1913
39,0.1533319716,"CHN",1914
38,0.1696533406,"CHN",1915
37,0.184640682,"CHN",1916
36,0.1983045434,"CHN",1917
35,0.2105893724,"CHN",1918
34,0.221373485,"CHN",1919
33,0.2304690872,"CHN",1920
32,0.2379693632,"CHN",1921
31,0.2442484412,"CHN",1922
30,0.2499614292,"CHN",1923
29,0.2560443918,"CHN",1924
28,0.263714375,"CHN",1925
27,0.2730844946,"CHN",1926
26,0.2831640268,"CHN",1927
25,0.2918583076,"CHN",1928
24,0.2959688134,"CHN",1929
23,0.2911931078,"CHN",1930
22,0.2751607592,"CHN",1931
21,0.2474333156,"CHN",1932
20,0.209504304,"CHN",1933
19,0.1647992652,"CHN",1934
18,0.1186757048,"CHN",1935
17,0.07571552,"CHN",1936
16,0.0397250012,"CHN",1937
15,0.013734813,"CHN",1938
50,0,"CHN",1904
49,0,"CHN",1905
48,0.00309294173333333,"CHN",1906
47,0.008897504,"CHN",1907
46,0.0189569262666667,"CHN",1908
45,0.0336460846666667,"CHN",1909
44,0.0521714697333333,"CHN",1910
43,0.0725711977333333,"CHN",1911
42,0.0933343950666667,"CHN",1912
41,0.1134011964,"CHN",1913
40,0.132162741066667,"CHN",1914
39,0.149461152133333,"CHN",1915
38,0.165589584133333,"CHN",1916
37,0.180691056,"CHN",1917
36,0.194758467866667,"CHN",1918
35,0.207634616533333,"CHN",1919
34,0.21901216,"CHN",1920
33,0.228433642933333,"CHN",1921
32,0.235843960933333,"CHN",1922
31,0.241590328266667,"CHN",1923
30,0.2464223156,"CHN",1924
29,0.251491819066667,"CHN",1925
28,0.258353096666667,"CHN",1926
27,0.267315016133333,"CHN",1927
26,0.277441159066667,"CHN",1928
25,0.2865497068,"CHN",1929
24,0.291213534533333,"CHN",1930
23,0.2867601504,"CHN",1931
22,0.270633228933333,"CHN",1932
21,0.242392597466667,"CHN",1933
20,0.203714222,"CHN",1934
19,0.1583902536,"CHN",1935
18,0.112328969733333,"CHN",1936
17,0.0703279,"CHN",1937
16,0.0360738316,"CHN",1938
15,0.0121427806666667,"CHN",1939
50,0,"CHN",1905
49,0,"CHN",1906
48,0.00267690966666667,"CHN",1907
47,0.008108965,"CHN",1908
46,0.0178543153333333,"CHN",1909
45,0.0322741333333333,"CHN",1910
44,0.0505325946666667,"CHN",1911
43,0.0705968796666667,"CHN",1912
42,0.0909294463333333,"CHN",1913
41,0.110488013,"CHN",1914
40,0.128725566333333,"CHN",1915
39,0.145590332666667,"CHN",1916
38,0.161525827666667,"CHN",1917
37,0.17674143,"CHN",1918
36,0.191212392333333,"CHN",1919
35,0.204679860666667,"CHN",1920
34,0.216650835,"CHN",1921
33,0.226398198666667,"CHN",1922
32,0.233718558666667,"CHN",1923
31,0.238932215333333,"CHN",1924
30,0.242883202,"CHN",1925
29,0.246939246333333,"CHN",1926
28,0.252991818333333,"CHN",1927
27,0.261545537666667,"CHN",1928
26,0.271718291333333,"CHN",1929
25,0.281241106,"CHN",1930
24,0.286458255666667,"CHN",1931
23,0.282327193,"CHN",1932
22,0.266105698666667,"CHN",1933
21,0.237351879333333,"CHN",1934
20,0.19792414,"CHN",1935
19,0.151981242,"CHN",1936
18,0.105982234666667,"CHN",1937
17,0.06494028,"CHN",1938
16,0.032422662,"CHN",1939
15,0.0105507483333333,"CHN",1940
50,0,"CHN",1906
49,0,"CHN",1907
48,0.0025434008,"CHN",1908
47,0.0077364628,"CHN",1909
46,0.01711689,"CHN",1910
45,0.031110438,"CHN",1911
44,0.0490309084,"CHN",1912
43,0.0690801376,"CHN",1913
42,0.0898477584,"CHN",1914
41,0.1103111848,"CHN",1915
40,0.1298356124,"CHN",1916
39,0.1481740012,"CHN",1917
38,0.1654671176,"CHN",1918
37,0.1817215912,"CHN",1919
36,0.196809936,"CHN",1920
35,0.2104705624,"CHN",1921
34,0.2223077404,"CHN",1922
33,0.2317916264,"CHN",1923
32,0.2388689676,"CHN",1924
31,0.243963064,"CHN",1925
30,0.24797381,"CHN",1926
29,0.2522776656,"CHN",1927
28,0.258727684,"CHN",1928
27,0.2677543856,"CHN",1929
26,0.2783658508,"CHN",1930
25,0.2881476156,"CHN",1931
24,0.2932627592,"CHN",1932
23,0.28845185,"CHN",1933
22,0.2709135876,"CHN",1934
21,0.2403047948,"CHN",1935
20,0.1987404084,"CHN",1936
19,0.150793512,"CHN",1937
18,0.1034952916,"CHN",1938
17,0.0621222792,"CHN",1939
16,0.0301963628,"CHN",1940
15,0.0094847544,"CHN",1941
50,0,"CHN",1907
49,0,"CHN",1908
48,0.00246875093333333,"CHN",1909
47,0.00745063493333333,"CHN",1910
46,0.016455545,"CHN",1911
45,0.0299901293333333,"CHN",1912
44,0.0475578031333333,"CHN",1913
43,0.0676587238666667,"CHN",1914
42,0.0890417498,"CHN",1915
41,0.1107044306,"CHN",1916
40,0.131892996133333,"CHN",1917
39,0.152102354733333,"CHN",1918
38,0.171076125533333,"CHN",1919
37,0.188562124733333,"CHN",1920
36,0.204312400333333,"CHN",1921
35,0.218083234466667,"CHN",1922
34,0.229635110466667,"CHN",1923
33,0.2387327358,"CHN",1924
32,0.245535170533333,"CHN",1925
31,0.250595779666667,"CHN",1926
30,0.254862276666667,"CHN",1927
29,0.2596767082,"CHN",1928
28,0.266775454666667,"CHN",1929
27,0.2764587182,"CHN",1930
26,0.2875905826,"CHN",1931
25,0.297598939866667,"CHN",1932
24,0.302475550733333,"CHN",1933
23,0.29677601,"CHN",1934
22,0.277666355533333,"CHN",1935
21,0.2449230506,"CHN",1936
20,0.2009329998,"CHN",1937
19,0.150693549,"CHN",1938
18,0.101812471866667,"CHN",1939
17,0.0598396157333333,"CHN",1940
16,0.0282669116,"CHN",1941
15,0.0085283518,"CHN",1942
50,0,"CHN",1908
49,0,"CHN",1909
48,0.00239410106666667,"CHN",1910
47,0.00716480706666667,"CHN",1911
46,0.0157942,"CHN",1912
45,0.0288698206666667,"CHN",1913
44,0.0460846978666667,"CHN",1914
43,0.0662373101333333,"CHN",1915
42,0.0882357412,"CHN",1916
41,0.1110976764,"CHN",1917
40,0.133950379866667,"CHN",1918
39,0.156030708266667,"CHN",1919
38,0.176685133466667,"CHN",1920
37,0.195402658266667,"CHN",1921
36,0.211814864666667,"CHN",1922
35,0.225695906533333,"CHN",1923
34,0.236962480533333,"CHN",1924
33,0.2456738452,"CHN",1925
32,0.252201373466667,"CHN",1926
31,0.257228495333333,"CHN",1927
30,0.261750743333333,"CHN",1928
29,0.2670757508,"CHN",1929
28,0.274823225333333,"CHN",1930
27,0.2851630508,"CHN",1931
26,0.2968153144,"CHN",1932
25,0.307050264133333,"CHN",1933
24,0.311688342266667,"CHN",1934
23,0.30510017,"CHN",1935
22,0.284419123466667,"CHN",1936
21,0.2495413064,"CHN",1937
20,0.2031255912,"CHN",1938
19,0.150593586,"CHN",1939
18,0.100129652133333,"CHN",1940
17,0.0575569522666667,"CHN",1941
16,0.0263374604,"CHN",1942
15,0.0075719492,"CHN",1943
50,0,"CHN",1909
49,0,"CHN",1910
48,0.0023194512,"CHN",1911
47,0.0068789792,"CHN",1912
46,0.015132855,"CHN",1913
45,0.027749512,"CHN",1914
44,0.0446115926,"CHN",1915
43,0.0648158964,"CHN",1916
42,0.0874297326,"CHN",1917
41,0.1114909222,"CHN",1918
40,0.1360077636,"CHN",1919
39,0.1599590618,"CHN",1920
38,0.1822941414,"CHN",1921
37,0.2022431918,"CHN",1922
36,0.219317329,"CHN",1923
35,0.2333085786,"CHN",1924
34,0.2442898506,"CHN",1925
33,0.2526149546,"CHN",1926
32,0.2588675764,"CHN",1927
31,0.263861211,"CHN",1928
30,0.26863921,"CHN",1929
29,0.2744747934,"CHN",1930
28,0.282870996,"CHN",1931
27,0.2938673834,"CHN",1932
26,0.3060400462,"CHN",1933
25,0.3165015884,"CHN",1934
24,0.3209011338,"CHN",1935
23,0.31342433,"CHN",1936
22,0.2911718914,"CHN",1937
21,0.2541595622,"CHN",1938
20,0.2053181826,"CHN",1939
19,0.150493623,"CHN",1940
18,0.0984468324,"CHN",1941
17,0.0552742888,"CHN",1942
16,0.0244080092,"CHN",1943
15,0.0066155466,"CHN",1944
50,0,"CHN",1910
49,0,"CHN",1911
48,0.00224480133333333,"CHN",1912
47,0.00659315133333333,"CHN",1913
46,0.01447151,"CHN",1914
45,0.0266292033333333,"CHN",1915
44,0.0431384873333333,"CHN",1916
43,0.0633944826666667,"CHN",1917
42,0.086623724,"CHN",1918
41,0.111884168,"CHN",1919
40,0.138065147333333,"CHN",1920
39,0.163887415333333,"CHN",1921
38,0.187903149333333,"CHN",1922
37,0.209083725333333,"CHN",1923
36,0.226819793333333,"CHN",1924
35,0.240921250666667,"CHN",1925
34,0.251617220666667,"CHN",1926
33,0.259556064,"CHN",1927
32,0.265533779333333,"CHN",1928
31,0.270493926666667,"CHN",1929
30,0.275527676666667,"CHN",1930
29,0.281873836,"CHN",1931
28,0.290918766666667,"CHN",1932
27,0.302571716,"CHN",1933
26,0.315264778,"CHN",1934
25,0.325952912666667,"CHN",1935
24,0.330113925333333,"CHN",1936
23,0.32174849,"CHN",1937
22,0.297924659333333,"CHN",1938
21,0.258777818,"CHN",1939
20,0.207510774,"CHN",1940
19,0.15039366,"CHN",1941
18,0.0967640126666667,"CHN",1942
17,0.0529916253333333,"CHN",1943
16,0.022478558,"CHN",1944
15,0.005659144,"CHN",1945
50,0,"CHN",1911
49,0,"CHN",1912
48,0.00209090626666667,"CHN",1913
47,0.00636581813333333,"CHN",1914
46,0.0142878528666667,"CHN",1915
45,0.0265991894,"CHN",1916
44,0.0433211345333333,"CHN",1917
43,0.0637540630666667,"CHN",1918
42,0.0870689654666667,"CHN",1919
41,0.112307468,"CHN",1920
40,0.138381777666667,"CHN",1921
39,0.164074733466667,"CHN",1922
38,0.188039803866667,"CHN",1923
37,0.209319020333333,"CHN",1924
36,0.227343048466667,"CHN",1925
35,0.241931160533333,"CHN",1926
34,0.253291218,"CHN",1927
33,0.262019681533333,"CHN",1928
32,0.268862750066667,"CHN",1929
31,0.274716285866667,"CHN",1930
30,0.280625864533333,"CHN",1931
29,0.287786799933333,"CHN",1932
28,0.297544060533333,"CHN",1933
27,0.309748077466667,"CHN",1934
26,0.322754697066667,"CHN",1935
25,0.333425208333333,"CHN",1936
24,0.337126318,"CHN",1937
23,0.327730172933333,"CHN",1938
22,0.302309701733333,"CHN",1939
21,0.261138563466667,"CHN",1940
20,0.207691243866667,"CHN",1941
19,0.148642952933333,"CHN",1942
18,0.0938697048,"CHN",1943
17,0.0499604416666667,"CHN",1944
16,0.0202170349333333,"CHN",1945
15,0.004654299,"CHN",1946
50,0,"CHN",1912
49,0,"CHN",1913
48,0.0018953032,"CHN",1914
47,0.0061692716,"CHN",1915
46,0.0143556104,"CHN",1916
45,0.0271430148,"CHN",1917
44,0.0443752304,"CHN",1918
43,0.0650510088,"CHN",1919
42,0.0881727596,"CHN",1920
41,0.112746586,"CHN",1921
40,0.137782222,"CHN",1922
39,0.1622930856,"CHN",1923
38,0.1852962724,"CHN",1924
37,0.206077874,"CHN",1925
36,0.2241930356,"CHN",1926
35,0.2394659324,"CHN",1927
34,0.251989756,"CHN",1928
33,0.2621267244,"CHN",1929
32,0.2704352828,"CHN",1930
31,0.2776700364,"CHN",1931
30,0.2847818004,"CHN",1932
29,0.2929176172,"CHN",1933
28,0.3034206824,"CHN",1934
27,0.3161202436,"CHN",1935
26,0.3293315568,"CHN",1936
25,0.33985591,"CHN",1937
24,0.342980606,"CHN",1938
23,0.3324789732,"CHN",1939
22,0.3054485728,"CHN",1940
21,0.2623111456,"CHN",1941
20,0.2068127024,"CHN",1942
19,0.1460234332,"CHN",1943
18,0.0903377716,"CHN",1944
17,0.0465353,"CHN",1945
16,0.0177807372,"CHN",1946
15,0.003623958,"CHN",1947
50,0,"CHN",1913
49,0,"CHN",1914
48,0.00169970013333333,"CHN",1915
47,0.00597272506666667,"CHN",1916
46,0.0144233679333333,"CHN",1917
45,0.0276868402,"CHN",1918
44,0.0454293262666667,"CHN",1919
43,0.0663479545333333,"CHN",1920
42,0.0892765537333333,"CHN",1921
41,0.113185704,"CHN",1922
40,0.137182666333333,"CHN",1923
39,0.160511437733333,"CHN",1924
38,0.182552740933333,"CHN",1925
37,0.202836727666667,"CHN",1926
36,0.221043022733333,"CHN",1927
35,0.237000704266667,"CHN",1928
34,0.250688294,"CHN",1929
33,0.262233767266667,"CHN",1930
32,0.272007815533333,"CHN",1931
31,0.280623786933333,"CHN",1932
30,0.288937736266667,"CHN",1933
29,0.298048434466667,"CHN",1934
28,0.309297304266667,"CHN",1935
27,0.322492409733333,"CHN",1936
26,0.335908416533333,"CHN",1937
25,0.346286611666667,"CHN",1938
24,0.348834894,"CHN",1939
23,0.337227773466667,"CHN",1940
22,0.308587443866667,"CHN",1941
21,0.263483727733333,"CHN",1942
20,0.205934160933333,"CHN",1943
19,0.143403913466667,"CHN",1944
18,0.0868058384,"CHN",1945
17,0.0431101583333333,"CHN",1946
16,0.0153444394666667,"CHN",1947
15,0.002593617,"CHN",1948
50,0,"CHN",1914
49,0,"CHN",1915
48,0.00150409706666667,"CHN",1916
47,0.00577617853333333,"CHN",1917
46,0.0144911254666667,"CHN",1918
45,0.0282306656,"CHN",1919
44,0.0464834221333333,"CHN",1920
43,0.0676449002666667,"CHN",1921
42,0.0903803478666667,"CHN",1922
41,0.113624822,"CHN",1923
40,0.136583110666667,"CHN",1924
39,0.158729789866667,"CHN",1925
38,0.179809209466667,"CHN",1926
37,0.199595581333333,"CHN",1927
36,0.217893009866667,"CHN",1928
35,0.234535476133333,"CHN",1929
34,0.249386832,"CHN",1930
33,0.262340810133333,"CHN",1931
32,0.273580348266667,"CHN",1932
31,0.283577537466667,"CHN",1933
30,0.293093672133333,"CHN",1934
29,0.303179251733333,"CHN",1935
28,0.315173926133333,"CHN",1936
27,0.328864575866667,"CHN",1937
26,0.342485276266667,"CHN",1938
25,0.352717313333333,"CHN",1939
24,0.354689182,"CHN",1940
23,0.341976573733333,"CHN",1941
22,0.311726314933333,"CHN",1942
21,0.264656309866667,"CHN",1943
20,0.205055619466667,"CHN",1944
19,0.140784393733333,"CHN",1945
18,0.0832739052,"CHN",1946
17,0.0396850166666667,"CHN",1947
16,0.0129081417333333,"CHN",1948
15,0.001563276,"CHN",1949
50,0,"CHN",1915
49,0,"CHN",1916
48,0.001308494,"CHN",1917
47,0.005579632,"CHN",1918
46,0.014558883,"CHN",1919
45,0.028774491,"CHN",1920
44,0.047537518,"CHN",1921
43,0.068941846,"CHN",1922
42,0.091484142,"CHN",1923
41,0.11406394,"CHN",1924
40,0.135983555,"CHN",1925
39,0.156948142,"CHN",1926
38,0.177065678,"CHN",1927
37,0.196354435,"CHN",1928
36,0.214742997,"CHN",1929
35,0.232070248,"CHN",1930
34,0.24808537,"CHN",1931
33,0.262447853,"CHN",1932
32,0.275152881,"CHN",1933
31,0.286531288,"CHN",1934
30,0.297249608,"CHN",1935
29,0.308310069,"CHN",1936
28,0.321050548,"CHN",1937
27,0.335236742,"CHN",1938
26,0.349062136,"CHN",1939
25,0.359148015,"CHN",1940
24,0.36054347,"CHN",1941
23,0.346725374,"CHN",1942
22,0.314865186,"CHN",1943
21,0.265828892,"CHN",1944
20,0.204177078,"CHN",1945
19,0.138164874,"CHN",1946
18,0.079741972,"CHN",1947
17,0.036259875,"CHN",1948
16,0.010471844,"CHN",1949
15,0.000532935000000001,"CHN",1950
50,0,"CHN",1916
49,0,"CHN",1917
48,0.001296738,"CHN",1918
47,0.00549619333333333,"CHN",1919
46,0.0142958345333333,"CHN",1920
45,0.0281878332,"CHN",1921
44,0.046459104,"CHN",1922
43,0.0671913090666666,"CHN",1923
42,0.0888936133333333,"CHN",1924
41,0.110502764266667,"CHN",1925
40,0.1313830084,"CHN",1926
39,0.151326148533333,"CHN",1927
38,0.170551523733333,"CHN",1928
37,0.189165430533333,"CHN",1929
36,0.207161128266667,"CHN",1930
35,0.2244188356,"CHN",1931
34,0.240705725866667,"CHN",1932
33,0.255675938933333,"CHN",1933
32,0.2692819264,"CHN",1934
31,0.281774416266667,"CHN",1935
30,0.293702458266667,"CHN",1936
29,0.305913416666667,"CHN",1937
28,0.3195529284,"CHN",1938
27,0.334260194266667,"CHN",1939
26,0.348167946133333,"CHN",1940
25,0.357902456933333,"CHN",1941
24,0.358583552533333,"CHN",1942
23,0.3438245808,"CHN",1943
22,0.310951144533333,"CHN",1944
21,0.261001044266667,"CHN",1945
20,0.1987243436,"CHN",1946
19,0.132583322,"CHN",1947
18,0.0747524876,"CHN",1948
17,0.0325486172,"CHN",1949
16,0.0084307056,"CHN",1950
15,0,"CHN",1951
50,0,"CHN",1917
49,0,"CHN",1918
48,0.001481961,"CHN",1919
47,0.00553394166666667,"CHN",1920
46,0.0136783510666667,"CHN",1921
45,0.0263899434,"CHN",1922
44,0.043095858,"CHN",1923
43,0.0621756121333333,"CHN",1924
42,0.0823448816666667,"CHN",1925
41,0.102655559533333,"CHN",1926
40,0.1224956858,"CHN",1927
39,0.141589499066667,"CHN",1928
38,0.159997416466667,"CHN",1929
37,0.177746578066667,"CHN",1930
36,0.194830842533333,"CHN",1931
35,0.2112107972,"CHN",1932
34,0.226813743733333,"CHN",1933
33,0.241533713866667,"CHN",1934
32,0.2554358068,"CHN",1935
31,0.268756163533333,"CHN",1936
30,0.281902002533333,"CHN",1937
29,0.295451618333333,"CHN",1938
28,0.3101543358,"CHN",1939
27,0.325410024533333,"CHN",1940
26,0.339269060266667,"CHN",1941
25,0.348432334866667,"CHN",1942
24,0.348251272066667,"CHN",1943
23,0.3327277946,"CHN",1944
22,0.299480411066667,"CHN",1945
21,0.249744164533333,"CHN",1946
20,0.1883706882,"CHN",1947
19,0.123828164,"CHN",1948
18,0.0682013412,"CHN",1949
17,0.0285308064,"CHN",1950
16,0.0068129522,"CHN",1951
15,0,"CHN",1952
50,0,"CHN",1918
49,0,"CHN",1919
48,0.001667184,"CHN",1920
47,0.00557169,"CHN",1921
46,0.0130608676,"CHN",1922
45,0.0245920536,"CHN",1923
44,0.039732612,"CHN",1924
43,0.0571599152,"CHN",1925
42,0.07579615,"CHN",1926
41,0.0948083548,"CHN",1927
40,0.1136083632,"CHN",1928
39,0.1318528496,"CHN",1929
38,0.1494433092,"CHN",1930
37,0.1663277256,"CHN",1931
36,0.1825005568,"CHN",1932
35,0.1980027588,"CHN",1933
34,0.2129217616,"CHN",1934
33,0.2273914888,"CHN",1935
32,0.2415896872,"CHN",1936
31,0.2557379108,"CHN",1937
30,0.2701015468,"CHN",1938
29,0.28498982,"CHN",1939
28,0.3007557432,"CHN",1940
27,0.3165598548,"CHN",1941
26,0.3303701744,"CHN",1942
25,0.3389622128,"CHN",1943
24,0.3379189916,"CHN",1944
23,0.3216310084,"CHN",1945
22,0.2880096776,"CHN",1946
21,0.2384872848,"CHN",1947
20,0.1780170328,"CHN",1948
19,0.115073006,"CHN",1949
18,0.0616501948,"CHN",1950
17,0.0245129956,"CHN",1951
16,0.0051951988,"CHN",1952
15,0,"CHN",1953
50,0,"CHN",1919
49,0,"CHN",1920
48,0.001852407,"CHN",1921
47,0.00560943833333333,"CHN",1922
46,0.0124433841333333,"CHN",1923
45,0.0227941638,"CHN",1924
44,0.036369366,"CHN",1925
43,0.0521442182666667,"CHN",1926
42,0.0692474183333333,"CHN",1927
41,0.0869611500666666,"CHN",1928
40,0.1047210406,"CHN",1929
39,0.122116200133333,"CHN",1930
38,0.138889201933333,"CHN",1931
37,0.154908873133333,"CHN",1932
36,0.170170271066667,"CHN",1933
35,0.1847947204,"CHN",1934
34,0.199029779466667,"CHN",1935
33,0.213249263733333,"CHN",1936
32,0.2277435676,"CHN",1937
31,0.242719658066667,"CHN",1938
30,0.258301091066667,"CHN",1939
29,0.274528021666667,"CHN",1940
28,0.2913571506,"CHN",1941
27,0.307709685066667,"CHN",1942
26,0.321471288533333,"CHN",1943
25,0.329492090733333,"CHN",1944
24,0.327586711133333,"CHN",1945
23,0.3105342222,"CHN",1946
22,0.276538944133333,"CHN",1947
21,0.227230405066667,"CHN",1948
20,0.1676633774,"CHN",1949
19,0.106317848,"CHN",1950
18,0.0550990484,"CHN",1951
17,0.0204951848,"CHN",1952
16,0.0035774454,"CHN",1953
15,0,"CHN",1954
50,0,"CHN",1920
49,0,"CHN",1921
48,0.00203763,"CHN",1922
47,0.00564718666666667,"CHN",1923
46,0.0118259006666667,"CHN",1924
45,0.020996274,"CHN",1925
44,0.03300612,"CHN",1926
43,0.0471285213333333,"CHN",1927
42,0.0626986866666667,"CHN",1928
41,0.0791139453333333,"CHN",1929
40,0.095833718,"CHN",1930
39,0.112379550666667,"CHN",1931
38,0.128335094666667,"CHN",1932
37,0.143490020666667,"CHN",1933
36,0.157839985333333,"CHN",1934
35,0.171586682,"CHN",1935
34,0.185137797333333,"CHN",1936
33,0.199107038666667,"CHN",1937
32,0.213897448,"CHN",1938
31,0.229701405333333,"CHN",1939
30,0.246500635333333,"CHN",1940
29,0.264066223333333,"CHN",1941
28,0.281958558,"CHN",1942
27,0.298859515333333,"CHN",1943
