"LocID","Year","age","asfr"
1,1878,15,0.00688
1,1878,16,0.0085
1,1878,17,0.01042
1,1878,18,0.01508
1,1878,19,0.03215
1,1878,20,0.06209
1,1878,21,0.09739
1,1878,22,0.13493
1,1878,23,0.16864
1,1878,24,0.19667
1,1878,25,0.21695
1,1878,26,0.23017
1,1878,27,0.24132
1,1878,28,0.25092
1,1878,29,0.25639
1,1878,30,0.25722
1,1878,31,0.25388
1,1878,32,0.24696
1,1878,33,0.23867
1,1878,34,0.22925
1,1878,35,0.2176
1,1878,36,0.20372
1,1878,37,0.18879
1,1878,38,0.17288
1,1878,39,0.15531
1,1878,40,0.13606
1,1878,41,0.11575
1,1878,42,0.09468
1,1878,43,0.07342
1,1878,44,0.05261
1,1878,45,0.03452
1,1878,46,0.01988
1,1878,47,0.00967
1,1878,48,0.00376
1,1878,49,0.00086
1,1878,50,0
1,1879,15,0.00685027027027027
1,1879,16,0.00854189189189189
1,1879,17,0.0105754054054054
1,1879,18,0.0153502702702703
1,1879,19,0.0323554054054054
1,1879,20,0.0620818918918919
1,1879,21,0.0973278378378378
1,1879,22,0.134998918918919
1,1879,23,0.168808918918919
1,1879,24,0.196836216216216
1,1879,25,0.21692027027027
1,1879,26,0.229748378378378
1,1879,27,0.240397027027027
1,1879,28,0.249430810810811
1,1879,29,0.254372432432432
1,1879,30,0.254765945945946
1,1879,31,0.251220540540541
1,1879,32,0.244337027027027
1,1879,33,0.236234864864865
1,1879,34,0.227113513513514
1,1879,35,0.215790540540541
1,1879,36,0.20224027027027
1,1879,37,0.187602162162162
1,1879,38,0.171938108108108
1,1879,39,0.154538378378378
1,1879,40,0.135392432432432
1,1879,41,0.115177027027027
1,1879,42,0.0942016216216216
1,1879,43,0.0730186486486487
1,1879,44,0.0522735135135135
1,1879,45,0.0342645945945946
1,1879,46,0.0197205405405405
1,1879,47,0.00958351351351351
1,1879,48,0.00372486486486486
1,1879,49,0.00085054054054054
1,1879,50,0
1,1880,15,0.00682054054054054
1,1880,16,0.00858378378378378
1,1880,17,0.0107308108108108
1,1880,18,0.0156205405405405
1,1880,19,0.0325608108108108
1,1880,20,0.0620737837837838
1,1880,21,0.0972656756756757
1,1880,22,0.135067837837838
1,1880,23,0.168977837837838
1,1880,24,0.197002432432432
1,1880,25,0.216890540540541
1,1880,26,0.229326756756757
1,1880,27,0.239474054054054
1,1880,28,0.247941621621622
1,1880,29,0.252354864864865
1,1880,30,0.252311891891892
1,1880,31,0.248561081081081
1,1880,32,0.241714054054054
1,1880,33,0.23379972972973
1,1880,34,0.224977027027027
1,1880,35,0.213981081081081
1,1880,36,0.200760540540541
1,1880,37,0.186414324324324
1,1880,38,0.170996216216216
1,1880,39,0.153766756756757
1,1880,40,0.134724864864865
1,1880,41,0.114604054054054
1,1880,42,0.0937232432432432
1,1880,43,0.0726172972972973
1,1880,44,0.051937027027027
1,1880,45,0.0340091891891892
1,1880,46,0.0195610810810811
1,1880,47,0.00949702702702703
1,1880,48,0.00368972972972973
1,1880,49,0.000841081081081081
1,1880,50,0
1,1881,15,0.00679081081081081
1,1881,16,0.00862567567567568
1,1881,17,0.0108862162162162
1,1881,18,0.0158908108108108
1,1881,19,0.0327662162162162
1,1881,20,0.0620656756756757
1,1881,21,0.0972035135135135
1,1881,22,0.135136756756757
1,1881,23,0.169146756756757
1,1881,24,0.197168648648649
1,1881,25,0.216860810810811
1,1881,26,0.228905135135135
1,1881,27,0.238551081081081
1,1881,28,0.246452432432432
1,1881,29,0.250337297297297
1,1881,30,0.249857837837838
1,1881,31,0.245901621621622
1,1881,32,0.239091081081081
1,1881,33,0.231364594594595
1,1881,34,0.222840540540541
1,1881,35,0.212171621621622
1,1881,36,0.199280810810811
1,1881,37,0.185226486486486
1,1881,38,0.170054324324324
1,1881,39,0.152995135135135
1,1881,40,0.134057297297297
1,1881,41,0.114031081081081
1,1881,42,0.0932448648648649
1,1881,43,0.072215945945946
1,1881,44,0.0516005405405405
1,1881,45,0.0337537837837838
1,1881,46,0.0194016216216216
1,1881,47,0.00941054054054054
1,1881,48,0.00365459459459459
1,1881,49,0.000831621621621622
1,1881,50,0
1,1882,15,0.00676108108108108
1,1882,16,0.00866756756756757
1,1882,17,0.0110416216216216
1,1882,18,0.0161610810810811
1,1882,19,0.0329716216216216
1,1882,20,0.0620575675675676
1,1882,21,0.0971413513513514
1,1882,22,0.135205675675676
1,1882,23,0.169315675675676
1,1882,24,0.197334864864865
1,1882,25,0.216831081081081
1,1882,26,0.228483513513514
1,1882,27,0.237628108108108
1,1882,28,0.244963243243243
1,1882,29,0.24831972972973
1,1882,30,0.247403783783784
1,1882,31,0.243242162162162
1,1882,32,0.236468108108108
1,1882,33,0.228929459459459
1,1882,34,0.220704054054054
1,1882,35,0.210362162162162
1,1882,36,0.197801081081081
1,1882,37,0.184038648648649
1,1882,38,0.169112432432432
1,1882,39,0.152223513513514
1,1882,40,0.13338972972973
1,1882,41,0.113458108108108
1,1882,42,0.0927664864864865
1,1882,43,0.0718145945945946
1,1882,44,0.051264054054054
1,1882,45,0.0334983783783784
1,1882,46,0.0192421621621622
1,1882,47,0.00932405405405405
1,1882,48,0.00361945945945946
1,1882,49,0.000822162162162162
1,1882,50,0
1,1883,15,0.00673135135135135
1,1883,16,0.00870945945945946
1,1883,17,0.011197027027027
1,1883,18,0.0164313513513514
1,1883,19,0.033177027027027
1,1883,20,0.0620494594594595
1,1883,21,0.0970791891891892
1,1883,22,0.135274594594595
1,1883,23,0.169484594594595
1,1883,24,0.197501081081081
1,1883,25,0.216801351351351
1,1883,26,0.228061891891892
1,1883,27,0.236705135135135
1,1883,28,0.243474054054054
1,1883,29,0.246302162162162
1,1883,30,0.24494972972973
1,1883,31,0.240582702702703
1,1883,32,0.233845135135135
1,1883,33,0.226494324324324
1,1883,34,0.218567567567568
1,1883,35,0.208552702702703
1,1883,36,0.196321351351351
1,1883,37,0.182850810810811
1,1883,38,0.168170540540541
1,1883,39,0.151451891891892
1,1883,40,0.132722162162162
1,1883,41,0.112885135135135
1,1883,42,0.0922881081081081
1,1883,43,0.0714132432432432
1,1883,44,0.0509275675675676
1,1883,45,0.033242972972973
1,1883,46,0.0190827027027027
1,1883,47,0.00923756756756757
1,1883,48,0.00358432432432432
1,1883,49,0.000812702702702703
1,1883,50,0
1,1884,15,0.00670162162162162
1,1884,16,0.00875135135135135
1,1884,17,0.0113524324324324
1,1884,18,0.0167016216216216
1,1884,19,0.0333824324324324
1,1884,20,0.0620413513513514
1,1884,21,0.097017027027027
1,1884,22,0.135343513513514
1,1884,23,0.169653513513514
1,1884,24,0.197667297297297
1,1884,25,0.216771621621622
1,1884,26,0.22764027027027
1,1884,27,0.235782162162162
1,1884,28,0.241984864864865
1,1884,29,0.244284594594595
1,1884,30,0.242495675675676
1,1884,31,0.237923243243243
1,1884,32,0.231222162162162
1,1884,33,0.224059189189189
1,1884,34,0.216431081081081
1,1884,35,0.206743243243243
1,1884,36,0.194841621621622
1,1884,37,0.181662972972973
1,1884,38,0.167228648648649
1,1884,39,0.15068027027027
1,1884,40,0.132054594594595
1,1884,41,0.112312162162162
1,1884,42,0.0918097297297297
1,1884,43,0.0710118918918919
1,1884,44,0.0505910810810811
1,1884,45,0.0329875675675676
1,1884,46,0.0189232432432432
1,1884,47,0.00915108108108108
1,1884,48,0.00354918918918919
1,1884,49,0.000803243243243243
1,1884,50,0
1,1885,15,0.00667189189189189
1,1885,16,0.00879324324324324
1,1885,17,0.0115078378378378
1,1885,18,0.0169718918918919
1,1885,19,0.0335878378378378
1,1885,20,0.0620332432432432
1,1885,21,0.0969548648648649
1,1885,22,0.135412432432432
1,1885,23,0.169822432432432
1,1885,24,0.197833513513513
1,1885,25,0.216741891891892
1,1885,26,0.227218648648649
1,1885,27,0.234859189189189
1,1885,28,0.240495675675676
1,1885,29,0.242267027027027
1,1885,30,0.240041621621622
1,1885,31,0.235263783783784
1,1885,32,0.228599189189189
1,1885,33,0.221624054054054
1,1885,34,0.214294594594595
1,1885,35,0.204933783783784
1,1885,36,0.193361891891892
1,1885,37,0.180475135135135
1,1885,38,0.166286756756757
1,1885,39,0.149908648648649
1,1885,40,0.131387027027027
1,1885,41,0.111739189189189
1,1885,42,0.0913313513513514
1,1885,43,0.0706105405405405
1,1885,44,0.0502545945945946
1,1885,45,0.0327321621621622
1,1885,46,0.0187637837837838
1,1885,47,0.00906459459459459
1,1885,48,0.00351405405405405
1,1885,49,0.000793783783783784
1,1885,50,0
1,1886,15,0.00651972972972973
1,1886,16,0.00867459459459459
1,1886,17,0.0116056756756757
1,1886,18,0.0174359459459459
1,1886,19,0.034312972972973
1,1886,20,0.0628683783783784
1,1886,21,0.0977935135135135
1,1886,22,0.13616
1,1886,23,0.170374864864865
1,1886,24,0.198084864864865
1,1886,25,0.216576756756757
1,1886,26,0.226537567567568
1,1886,27,0.233647567567568
1,1886,28,0.238771351351351
1,1886,29,0.24010027027027
1,1886,30,0.237534864864865
1,1886,31,0.23258972972973
1,1886,32,0.225934864864865
1,1886,33,0.219085945945946
1,1886,34,0.211970810810811
1,1886,35,0.202834054054054
1,1886,36,0.191480810810811
1,1886,37,0.178795945945946
1,1886,38,0.16479027027027
1,1886,39,0.148555675675676
1,1886,40,0.130144594594595
1,1886,41,0.110624594594595
1,1886,42,0.0903681081081081
1,1886,43,0.0698102702702703
1,1886,44,0.0496278378378378
1,1886,45,0.032287027027027
1,1886,46,0.0184997297297297
1,1886,47,0.00893432432432432
1,1886,48,0.00346594594594595
1,1886,49,0.000785945945945946
1,1886,50,0
1,1887,15,0.00628594594594595
1,1887,16,0.00844891891891892
1,1887,17,0.0116651351351351
